张老头001,很好，实惠！省钱，便宜！！！！！！！！！！！不会配合呀呀呀呀呀呀,2019-07-20,5
159****0993,全程讲解特别生动，特别细心耐心，孩子全程都在认真听，悠闲的一个上午，强烈推荐,2019-07-19,5
郭∽郭,出师表，刘备，诸葛亮，蜀国，尽在成都市武侯祠！,2019-07-18,5
M95****41,不是很好用，介绍的比较简略，幸亏价格不贵。,2019-07-18,3
ＨＲ,导游很负责任，爸妈很满意，让我一定给好评,2019-07-17,5
M27****3745,这个小伙纸人鱼导游又帅又热情，非常细心地跟我们讲解武侯祠的故事，还为我们分享成都美食和一些攻略，希望下次来成都还能遇见这么专业敬业的好导游。,2019-07-17,5
小民2011,【景色【景色】很热闹【趣味】小吃很多，还有景色很别致【性价比】较高，可以推荐,2019-07-17,3
桃之夭夭gato,人多得不得了，而且关键是这个景点没什么内容啊？这应该是我到过最单薄的人文景观了，非常后悔去,2019-07-17,2
PLAwiner,性价比很高，非常值得一去。导游讲解清楚明白，而且很亲切。美中不足之处是人太多。而且旁边井里的商品价格过高。,2019-07-17,5
Baorg,去成都必去的景点。可以先在网上查看攻略。,2019-07-16,5
八月水晶,很好，导游讲解很详细，非常满意,2019-07-16,5
八月水晶,给我们导游的帅小伙儿全程一个半小时都在讲解，非常认真，虽然武侯祠不大，但每个小细节都有讲到，说明功课准备很足，很好，非常满意！,2019-07-16,5
118****548,订的1个半小时的讲解，有点短，应该订两个半小时的,2019-07-16,5
Sinuyre,有历史有故事，里面很大，分好几部份的区域，也有很多历史相关的内容，也有美美的红墙，可以慢下脚步去发现去探寻那过去的故事。,2019-07-15,5
118****548,定的1.5小时的导游讲解票，感觉不错，小朋友听得很认真。感觉1.5小时有点短，很多没讲到，应该定2.5小时的。,2019-07-15,5
zsqfgx,物有所值，非常好！讲解生动，引人入胜！,2019-07-15,5
SeanSaysGood,景区很有内容，环境也好。三国迷必去，讲解也很全面，配合来听很涨知识。,2019-07-15,5
_CFT01****5217148,好(✪▽✪)好(✪▽✪)好(✪▽✪),2019-07-15,4
_CFT01****5217148,好(✪▽✪)好(✪▽✪)好(✪▽✪),2019-07-15,4
梧桐青青,完全搞不清自己的地方，听了半天不知讲的什么。,2019-07-15,1
释然随心,很便宜，带个耳机，用心聆听，赞！,2019-07-14,5
73****382,简直就是骗子，订完门票不能使用，还要游客自己承担损失，携程白金客户就是这个待遇！,2019-07-14,1
288****534,很好玩的地方，下次有时间再来玩,2019-07-13,5
FHSJEJGVC,武侯的地方，关羽地方还可以，环境不错，去的人比较多，去去就去一趟吧，到了那不去这里呀。,2019-07-13,4
_WeCh****622237,导游讲得很不错，值得购买！,2019-07-13,5
wj****3,导游讲解很不错，值得去玩一下。,2019-07-13,5
wj****3,导游讲解很不错，值得去玩一下。,2019-07-13,5
M19****041,讲解细致，历史和文学方面都很到位,2019-07-12,5
M33****7507,很开心啦啦啦啦啦啦啦啦啦啦啦啦,2019-07-12,5
M27****9068,讲解员很认真负责，讲说思路很清晰，带去的孩子们听得入神，很喜欢。,2019-07-12,5
