花骨朵儿123,天我有事弄哭,2020-03-30,4
花骨朵儿123,把家里考虑,2020-03-30,4
囧囧有神5685,武侯祠是纪念中国三国时期蜀汉丞相诸葛亮的祠堂，武侯祠因诸葛亮生前被封为武乡侯而得名。 公元二三四年八月，诸葛亮因积劳成疾，病卒于北伐前线的五丈原（今陕西省宝鸡市岐山县城南约20公里），时年五十四岁。诸葛亮为蜀汉丞相，生前曾被封为“武乡侯”，死后又被蜀汉后主刘禅追谥为“忠武侯”，因此历史上尊称其祠庙为“武侯祠”。全国最早的武侯祠在陕西省汉中的勉县（沔县），但最有影响的是成都武侯祠。据《三国志》的记载，刘备于公元223年病故白帝城之后，灵柩运回成都，下葬于此，史称惠陵。而按照汉制，有陵必有庙，所以在同时期，就有了汉昭烈庙诞生。大约在南北朝时期，成都武侯祠与惠陵、汉昭烈庙合并一处。,2020-03-28,3
旅游真爽！,成都有名的旅游景点之一，是中国唯一的一座君臣合饲祠庙。与锦里为邻。,2020-03-26,5
窨子山人,武侯祠是纪念诸葛亮的，无人不知无人不晓,2020-03-26,4
索尼克azu,充满历史气息的地方，感受到了浓浓的三国文化，景区设施齐全，学习到了很多新的知识，十分值得推荐。,2020-03-24,5
mmmmaa1,非常值得逛的地方，尤其每年过年的时候都得热闹非凡，更是有意思的好地方，到处可以耍一耍,2020-03-23,5
美美搭。,第一次来这个地方，感觉不错，很有意思很喜欢这的景色1,2020-03-23,5
用户118,夜市一个。去一次挺有意思。再去就没啥了。,2020-03-22,5
小猕猴他姐,武侯祠真的特别值得一去，尤其是喜欢三国故事的人，在武侯祠，你可以了解到传统的川派文化。重点是它外面的老妈蹄花，真的一绝，哈哈。只想着吃了。,2020-03-22,5
潇洒1哥,武侯祠里忆古将，文化氛围浓厚之地。,2020-03-21,5
紫依慢游,也属于成都对的必游景点。环境不错，还可以复习一下三国史。很喜欢的地方,2020-03-21,4
亮亮,反应三国时期的著名景点，来四川成都的打卡必选景点。这个景点的人文气息比较浓厚，需要静下心来慢慢感受它悠久的历史文化底蕴。,2020-03-20,4
亮亮,宁学桃源三结义，不学瓦岗一炉香。桃园三结义的三位兄弟，一直是被世人所传诵的。所以在武侯祠里也是三兄弟一起供奉的神相，永远在一起，不分开。,2020-03-19,4
霸气外露老虎,还是值得去看看的，有历史的沉淀，怀念诸葛亮和三国，还可以逛逛锦里,2020-03-19,4
爱睡觉的猪01,这儿确实是非常经典的景点了，在这边啊还是非常好好的一个地方各种各样的景色啊，嗯，瞻仰一下过去古人的这些风光吧，让人看上去觉得非常的带劲。,2020-03-18,5
我想遇到你,这种地方走下来就觉得非常的安静，能够让人静下心来看看这里的美景，除了很多寺庙之外还有很多古老的建筑，都可以了解一下当时的历史。,2020-03-16,3
哈喽每一天啊,武侯祠里的建筑以及文化底蕴都很好，蜀国历史。,2020-03-16,5
亮亮,武侯祠，明洪武二十四年（1391年），蜀献王朱椿对武侯祠和汉昭烈庙进行了一次全面的修缮和整合，废除原在汉昭烈庙西侧的武侯祠，把诸葛亮像移入汉昭烈庙内刘备像东侧，关羽、张飞像排列于西。,2020-03-14,4
M33****3814,感觉不错，还会再来,2020-03-14,5
亮亮,武侯祠是纪念中国三国时期蜀汉丞相诸葛亮的祠堂，因诸葛亮生前被封为武乡侯而得名。公元二三四年八月，诸葛亮因积劳成疾，病卒于北伐前线的五丈原，时年五十四岁。,2020-03-13,4
停留不下的脚步,去成都可以去看看哦，非常有历史的感觉,2020-03-13,5
亮亮,久游巴子国，屡入武侯祠。竹日斜虚寝，溪风满薄帷。它是中国唯一的一座君臣合祀祠庙和最负盛名的诸葛亮、刘备及蜀汉英雄纪念地，也是全国影响最大的三国遗迹博物馆。,2020-03-12,4
zxmytr,成都市有名的景区，诸葛孔明的庙宇。,2020-03-12,4
老黄1971,成都经典打卡圣地，游文化名祠，品三国文化推荐附近锦鲤美食街，张飞牛肉首选，好好吃武侯祠（汉昭烈庙），全国重点文物保护单位，国家AAAA级旅游景区，国家一级博物馆。武侯祠位于四川省成都市武侯区，肇始于公元223年修建刘备惠陵时，它是中国唯一的一座君臣合祀祠庙和最负盛名的诸葛亮、刘备及蜀汉英雄纪念地，也是全国影响最大的三国遗迹博物馆。1961年国务院公布为首批全国重点文物保护单位，2008年评选为首批国家一级博物馆。成都武侯祠现占地15万平方米，由三国历史遗迹区（文物区）、西区（三国文化体验区）以及锦里民俗区（锦里）三部分组成，享有“三国圣地”的美誉。,2020-03-11,5
138****3377,导游还不错,2020-03-11,5
又见明月之大唐帝国,比较好，三国游！！！,2020-03-10,5
pingping321,武侯祠里面人挺多的。建议来之前自己做一下三国文化的功课，或者跟一个导游，否则就看一下园林景观也没什么意思。景区里面的周边店的纪念品都好看又实用，很有创意！旁边就是锦里了，人更多！,2020-03-09,5
不如没有好,喜欢历史的人都回来这里转一转看一看，其实里边做的景色还是挺好的，找一个导游给你讲解一下，当时的历史还是蛮长见识的，俗话说的好，读书万卷不如行走千里。,2020-03-09,3
Mr_伊凡,武侯祠（汉昭烈庙），全国重点文物保护单位，国家AAAA级旅游景区，国家一级博物馆。武侯祠位于四川省成都市武侯区，肇始于公元223年修建刘备惠陵时，它是中国唯一的一座君臣合祀祠庙和最负盛名的诸葛亮、刘备及蜀汉英雄纪念地，也是全国影响最大的三国遗迹博物馆。1961年国务院公布为首批全国重点文物保护单位，2008年评选为首批国家一级博物馆。成都武侯祠现占地15万平方米，由三国历史遗迹区（文物区）、西区（三国文化体验区）以及锦里民俗区（锦里）三部分组成，享有“三国圣地”的美誉。,2020-03-08,5
105****802,非常喜欢这个节目我去过那里感觉不错,2020-03-07,5
Willxuchunhe,不出去就可以领略想去的景点，而且有知识可以学，好！,2020-03-06,5
趴在墙头,最早的时候特别喜欢看三国演义，现在来说也特别喜欢，所以说来到这个地方之后，先去了武侯祠来参观一下，了解一下当时的历史环境！,2020-03-06,3
M16****308,四川成都武侯祠，一代名相诸葛孔明，三国故事美名传！成都中国旅游好去处！,2020-03-05,5
xia****kai,非常棒,2020-03-05,5
ШЩ,悠久历史的体现，诸葛亮历史的重要意义。,2020-03-05,5
M26****6551,不错，性价比高,2020-03-02,5
montagna,有历史典故的名胜古迹，可以学知识。,2020-03-01,5
晓寒居,语音讲解真的太方便了，之前出游时，都是凭借自己以往的知识游览景点，有些景点和地方，因为不甚了解，难免走马观花，游完下来，有一些景点或者环节还是一知半解，团队导游有时候人多吵杂，有时候也听不清楚，如今这个线上景点讲解，不仅详细，还很清楚，听一个景点下来，能够完全清楚所游地方的人文背景，美景美食及历史沿革，真的很棒，很方便。,2020-02-29,5
抹茶白桃乌龙,疫情期间特殊的云旅游,2020-02-26,5
105****802,非常喜欢这个节目我去过那里感觉不错,2020-03-07,5
